prim_acc_no,composite_acc_name,consolidated_acc_address,acc_stat,acc_district,rel_mngr_name,raw_acc_name,acc_opened_dt,acc_closed_dt,addr_line_one,city,state,postal_cde,ctry,acc_risk_rtng,aml_alr_flg,sar_count,tel_no
87725430205237,Mervyn's Inc,"Siebkes gate 149, OSLO, 0562",Active,OSLO,MARLEEN TONGE,Mervyn's Inc,,,Siebkes gate 149,OSLO,,562,NO,473,f,,983 69 431
98022476094484,LEGGET MIGNEAULT,"Rue du Vert Galant 173, Poppel, VAN, 2382",Active,Poppel,,LEGGET MIGNEAULT,,,Rue du Vert Galant 173,Poppel,VAN,2382,BE,9890,f,,0487 65 69 32
816119612707,HEIDI HOWELL,"3271 Canis Heights Drive, Los Angeles, CA, 90017",Active,Los Angeles,,HEIDI HOWELL,,,1709 Green Street,Los Angeles,TN,37207,US,7309,f,,213-715-2882
3822658859756,CLIFF MILLER,"2020 Eagles Nest Drive, Sacramento, CA, 95814",Active,Sacramento,,CLIFF MILLER,,,1102 rue Saint-Charles,Sacramento,QC,J4H 1M3,US,3894,f,,530-590-7361
8620326162711,ROBERT BELL,"3058 Zimmerman Lane, Los Angeles, CA, 90071",Active,Los Angeles,AKIKO NAUMES,ROBERT BELL,,,15 Henley Beach Road,Los Angeles,SA,5153,US,3346,f,,213-439-5666
10803265753553,KAREN GOODWIN,"1177 Saint Clair Street, Jackson, MS, 39201",Active,Jackson,LAMONICA BICEK,KAREN GOODWIN,,,1056 Morgan Rd,Jackson,KwaZulu-Natal,3886,US,3556,f,,662-552-5812
11191494956313,IRMA BOONE,"811 Clair Street, Bynum, TX, 76631",Active,Bynum,,IRMA BOONE,,,2020 Sandown Rd,Bynum,Northern Cape,8190,US,2498,f,,254-623-6681
26519386251684,HARRY HUSON,"4293 Cecil Street, Arlington He, IL, 60005",Active,Arlington He,NILDA ASTARITA,HARRY HUSON,,,4293 Cecil Street,Arlington He,IL,60005,US,2103,f,,312-268-3986
27321916106693,Profitpros Imports Distribution,"4484 Formula Lane, Dallas, TX, 75244",Active,Dallas,,Profitpros Imports Distribution,,,4484 Formula Lane,Dallas,TX,75244,US,6700,f,,469-675-7535
31178708914186,SAMANTHA MARX,"4614 Radford Street, Winchester, KY, 40391",Closed,Winchester,ARNETTA GLASPER,SAMANTHA MARX,,,4614 Radford Street,Winchester,KY,40391,US,8450,f,,502-316-1851
31725008461800,JEREMY KLEEMAN,"11 Woodlands Avenue, KELLYVILLE, NSW, 2155",Active,KELLYVILLE,,JEREMY KLEEMAN,,,11 Woodlands Avenue,KELLYVILLE,NSW,2155,AU,7088,f,,(02) 8873 8508
33500732654973,Dave Cooks Imports LTD,"40 Carba Road, DONOVANS, SA, 5291",Active,DONOVANS,,Dave Cooks Imports LTD,,,40 Carba Road,DONOVANS,SA,5291,AU,5987,f,,(08) 8767 6662
37571950826669,GILL COMPAGNON,"4304 Burke Street, Wakefield, MA, 01880",Active,Wakefield,,GILL COMPAGNON,,,4426 College Avenue,Wakefield,OH,45133,US,4707,f,,781-246-0671
38844212351233,Omni Tech Solutions LTD,"1224 Ritter Avenue, New Haven, MI, 48048",Active,New Haven,JENNELL RETTER,Omni Tech Solutions LTD,,,1224 Ritter Avenue,New Haven,MI,48048,US,643,f,,
40791296362161,RYDER GROOM,"Liisankatu 60, SAVONLINNA, Southern Savonia, 57230",Active,SAVONLINNA,,RYDER GROOM,,,4717 Thompson Street,SAVONLINNA,CA,92801,FI,6138,f,,
47772859026143,JACOB SCERRI,"67 Roseda-Tinamba Road, RUMBUG, VIC, 3960",Active,RUMBUG,,JACOB SCERRI,,,63 Farnell Street,RUMBUG,NSW,2869,AU,8061,f,,
51481683105990,EMMANUEL BURRUS,"3271 Camden Street, Reno, NV, 89501",Active,Reno,,EMMANUEL BURRUS,,,37 East Street,Reno,,NG19 6HN,US,7796,f,,775-332-1422
52009182530572,MYRON LINDEN,"Kuivakuja 19, ROVANIEMI, Lapland, 96800",Active,ROVANIEMI,HORACE ANTRONICA,MYRON LINDEN,,,Kuivakuja 19,ROVANIEMI,Lapland,96800,FI,3571,f,,044 183 7925
54631414011689,Great Western AK,"Ravelsveita 94, TRONDHEIM, 7011",Active,TRONDHEIM,,Great Western AK,,,Ravelsveita 94,TRONDHEIM,,7011,NO,2233,f,,445 85 019
60602195286432,Little Tavern Imports Empresa,"Schietboompleinstraat 244, Leeuwergem, VOV, 9620",Active,Leeuwergem,,Little Tavern Imports Empresa,,,Schietboompleinstraat 244,Leeuwergem,VOV,9620,BE,2935,f,,
71627863254696,Quality Merchant Services FI,"21 Woolnough Road, UNLEY BC, SA, 5061",Active,UNLEY BC,META HEDGEPATH,Quality Merchant Services FI,,,21 Woolnough Road,UNLEY BC,SA,5061,AU,7270,f,,(08) 8364 7684
75392091823932,AdventureSports! Imports SICAV,"4673 Woodland Terrace, Sacramento, CA, 95815",Active,Sacramento,,AdventureSports! Imports SICAV,,,1345 Prospect Valley Road,Sacramento,CA,90017,US,8614,f,,916-922-8946
96050452193001,JOANNE BENSON,"47 Canterbury Road, VENN OTTERY, EX11 7HW",Active,VENN OTTERY,DORENE GRIBBLE,JOANNE BENSON,,,47 Canterbury Road,VENN OTTERY,,EX11 7HW,GB,3389,f,,
96516709836508,Maurice The Pants Man Imports e.G,"3106 Birch Street, Indianapolis, IN, 46203",Active,Indianapolis,,Maurice The Pants Man Imports e.G,,,3106 Birch Street,Indianapolis,IN,46203,US,341,f,,317-783-3028
98613623134777,Almacs S.M.B.A,"22 Millicent Drive, MARTINS CREE, NSW, 2420",Active,MARTINS CREE,,Almacs S.M.B.A,,,22 Millicent Drive,MARTINS CREE,NSW,2420,AU,9692,f,,(02) 4945 0571
637228117780,DUILIO LONGO,"Via Roma 72, Coazzolo, AT, 14054",Active,Coazzolo,,DUILIO LONGO,,,Via Roma 72,Coazzolo,AT,14054,IT,2900,f,,0316 4911459
3233753709137,Multi-Systems Merchant Services Imports AB,"Boerdamsterweg 39, Middelstum, GR, 9991 BM",Active,Middelstum,HECTOR BATRA,Multi-Systems Merchant Services Imports AB,,,Boerdamsterweg 39,Middelstum,GR,9991 BM,NL,219,f,,06-98580833
18663231406065,Quality Realty Service Imports Limited,"Altaarstraat 132, Schinnen, LI, 6365 AK",Active,Schinnen,LATANYA SCIANCALE,Quality Realty Service Imports Limited,,,Altaarstraat 132,Schinnen,LI,6365 AK,NL,1456,f,,06-94242530
27837482930379,PARMENIO SOTELO,"Ctra. de Fuentenueva 95, El Berrueco, Madrid, 28192",Active,El Berrueco,,PARMENIO SOTELO,,,Ctra. de Fuentenueva 95,El Berrueco,Madrid,28192,ES,4853,f,,911 745 926
33884389798651,Beasts of Beauty Imports Agricultural,"2374 102nd Avenue, Dawson Creek, BC, V1G 2C4",Active,Dawson Creek,,Beasts of Beauty Imports Agricultural,,,2374 102nd Avenue,Dawson Creek,BC,V1G 2C4,CA,4103,f,,
36330457996817,KLAUS MOELLER,"Pfarrgasse 74, MITTEREGG, Upper Austria, 4594",Active,MITTEREGG,,KLAUS MOELLER,,,Alsterkrugchaussee 91,MITTEREGG,BY,86650,AT,2913,f,,0676 663 08 38
40227349575453,Finast Imports KGaA,"99 Murphy Street, JINGALUP, WA, 6395",Active,JINGALUP,ARDIS ELLDREGE,Finast Imports KGaA,,,99 Murphy Street,JINGALUP,WA,6395,AU,5035,f,,
42974025695484,Mikrotechnic Cor,"98 Barker Street, SOUTH STIRLI, WA, 6324",Active,SOUTH STIRLI,REYNALDA KLINGLES,Mikrotechnic Cor,,,98 Barker Street,SOUTH STIRLI,WA,6324,AU,8970,f,,(08) 9008 8702
47610641320787,Pantry Food Stores Sahis,"2438 Counts Lane, Winchester, KY, 40391",Active,Winchester,,Pantry Food Stores Sahis,,,2438 Counts Lane,Winchester,KY,40391,US,2762,f,,
51419405801549,LEGGET MIGNEAULT,"Rue du Vert Galant 173, Poppel, VAN, 2382",Active,Poppel,,LEGGET MIGNEAULT,,,Rue du Vert Galant 173,Poppel,VAN,2382,BE,8109,f,,0487 65 69 32
57581142751971,ENRIQUE VOSS,"4648 Retreat Avenue, Portland, ME, 04101",Active,Portland,,ENRIQUE VOSS,,,1824 Morningview Lane,Portland,IA,50448,US,9842,f,,
63091052354408,STEFANOS VAN OER,"Meerpaal 116, Groningen, GR, 9732 AZ",Active,Groningen,,STEFANOS VAN OER,,,Meerpaal 116,Groningen,GR,9732 AZ,NL,4415,f,,06-66513178
65306183937861,SANTO MILANO,"Bjerkestrandveien 161, FREI, 6525",Active,FREI,,SANTO MILANO,,,Bjerkestrandveien 161,FREI,,6525,NO,9759,f,,972 05 516
76093981477357,CALLUM KENNIFF,"53 Loris Way, DUMBERNING, WA, 6312",Active,DUMBERNING,,CALLUM KENNIFF,,,81 Round Drive,DUMBERNING,NSW,2281,AU,4007,f,,(08) 9017 1251
77876648310049,BEAU TAYLOR,"1435 Frosty Lane, Syracuse, NY, 13204",Closed,Syracuse,,BEAU TAYLOR,,,1435 Frosty Lane,Syracuse,NY,13204,US,7808,f,,607-543-0875
1711054910373,CELIO LOGGIA,"Via San Domenico Soriano 108, Ginostra Di, ME, 98050",Active,Ginostra Di,,CELIO LOGGIA,,,Via San Domenico Soriano 108,Ginostra Di,ME,98050,IT,2718,f,,
6022738574635,CHARLI MATTNER,"29 Duff Street, TRAYNING, WA, 6488",Active,TRAYNING,LIZZETTE GUNNOE,CHARLI MATTNER,,,12 Holthouse Road,TRAYNING,SA,5222,AU,6004,t,,(08) 9074 8670
7801658668926,MagnaSolution Imports Empresa,"4794 Ashton Lane, Austin, TX, 78744",Active,Austin,,MagnaSolution Imports Empresa,,,4794 Ashton Lane,Austin,TX,78744,US,7640,t,,512-557-3541
8324000021517,YOLANDA LADOUCEU,"831 Raccoon Run, Seattle, WA, 98101",Active,Seattle,,YOLANDA LADOUCEU,,,831 Raccoon Run,Seattle,WA,98101,US,5277,f,,206-808-5812
9325522542619,Netcom Business Services Imports Inc,"24 Border Drive, BURRANDANA, NSW, 2650",Active,BURRANDANA,,Netcom Business Services Imports Inc,,,24 Border Drive,BURRANDANA,NSW,2650,AU,8170,f,,
13373609810318,STEPHANI SAMPLE,"705 Vine Street, Skokie, IL, 60077",Active,Skokie,ESSIE HUANG,STEPHANI SAMPLE,,,1024 Ben Street,Skokie,MI,48823,US,5053,f,,847-674-0353
17812355748188,TIM WAGNER,"Brucker Bundesstrasse 25, GAHBERG, Upper Austria, 4852",Active,GAHBERG,ROSANA STRECK,TIM WAGNER,,,Krummnussbaum Dub 48,GAHBERG,Lower Austria,3365,AT,5893,f,,0660 884 74 57
50559744946251,HARRISON COCKERI,"60 Walpole Avenue, NARINGAL, VIC, 3277",Active,NARINGAL,,HARRISON COCKERI,,,60 Walpole Avenue,NARINGAL,VIC,3277,AU,1812,f,,(03) 5378 1072
52223649565375,ROD WILKINSON,"2181 Michigan Avenue, Pittsburgh, PA, 15212",Active,Pittsburgh,,ROD WILKINSON,,,2181 Michigan Avenue,Pittsburgh,PA,15212,US,5248,f,,724-718-7856
55577194810297,KLEMENS WALCZAK,"ul. Szpitalna 39, Warszawa, 00-020",Active,Warszawa,,KLEMENS WALCZAK,,,ul. Kusociskiego Janusza 5,Warszawa,,94-054,PL,1950,f,,88 197 20 40
65559372349318,Buck Alley Lumber LLP,"Feldstrasse 41, Altenzaun, ST, 39596",Active,Altenzaun,,Buck Alley Lumber LLP,,,Feldstrasse 41,Altenzaun,ST,39596,DE,495,f,,
66314604943845,Linens 'n Things Imports LLC,"41 Lowe Street, JANDOWAE, QLD, 4410",Active,JANDOWAE,,Linens 'n Things Imports LLC,,,41 Lowe Street,JANDOWAE,QLD,4410,AU,6456,f,,(07) 4589 9954
67088121099328,Compact Disc Center Imports LLP,"1232 Buena Vista Avenue, Corvallis, OR, 97330",Active,Corvallis,,Compact Disc Center Imports LLP,,,1232 Buena Vista Avenue,Corvallis,OR,97330,US,1708,f,,541-758-3445
69364312845654,ARNOLD WALKER,"4109 Morningview Lane, New York, NY, 10013",Active,New York,JERICA OFF,ARNOLD WALKER,,,4109 Morningview Lane,New York,NY,10013,US,2563,f,,646-249-1611
71004498512829,JOSEPH DEARBORN,"529 Birkett Lane, Brantford, ON, N3T 2Z8",Active,Brantford,,JOSEPH DEARBORN,,,529 Birkett Lane,Brantford,ON,N3T 2Z8,CA,1511,f,,519-753-5757
71358482388294,SAMUEL BROWN,"31 Park Place, CARTHEW, PL26 1EE",Active,CARTHEW,,SAMUEL BROWN,,,31 Park Place,CARTHEW,,PL26 1EE,GB,8509,f,,077 4619 1739
72544897582455,Super Duper VOF,"3624 Davis Place, Mansfield, OH, 44903",Active,Mansfield,LIZETH STEER,Super Duper VOF,,,3624 Davis Place,Mansfield,OH,44903,US,7549,f,,419-210-2352
79669105694329,Druther's R.L,"18 Bayfield Street, DEDDINGTON, TAS, 7212",Active,DEDDINGTON,,Druther's R.L,,,18 Bayfield Street,DEDDINGTON,TAS,7212,AU,9519,f,,
86098088827450,LAYLA CRANSWICK,"98 Magnolia Drive, BEXLEY SOUTH, NSW, 2207",Active,BEXLEY SOUTH,DAISY REGES,LAYLA CRANSWICK,,,98 Magnolia Drive,BEXLEY SOUTH,NSW,2207,AU,9502,f,,
89894723466919,CHARLES COLLINS,"63 Isaac Road, LAKE ST CLAI, TAS, 7140",Active,LAKE ST CLAI,,CHARLES COLLINS,,,63 Isaac Road,LAKE ST CLAI,TAS,7140,AU,9497,f,,(03) 6262 5195
94296240495133,Road Runner Lawn Services Imports KGaA,"79 Wallis Street, DIAMOND BAY, NSW, 2030",Active,DIAMOND BAY,RUTHE ROVERE,Road Runner Lawn Services Imports KGaA,,,79 Wallis Street,DIAMOND BAY,NSW,2030,AU,5094,f,,
96703921504815,HOLLY WILDMAN,"1228 Goldleaf Lane, Newark, NJ, 07102",Active,Newark,CHRISTOPHER DESTI,HOLLY WILDMAN,,,4662 Goyeau Ave,Newark,ON,N9A 1H9,US,4479,f,,201-619-2693
13615256584690,NATASHA HOPKINS,"29 Crofts Road, NOORINBEE NO, VIC, 3890",Active,NOORINBEE NO,JAMISON MORREALE,NATASHA HOPKINS,,,175 Cliffside Drive,NOORINBEE NO,NY,14847,AU,6789,f,,(03) 5336 1652
24186978041964,MARION MUSGROVE,"86 Parkes Road, WILLIAMSTOWN, VIC, 3016",Active,WILLIAMSTOWN,,MARION MUSGROVE,,,86 Parkes Road,WILLIAMSTOWN,VIC,3016,AU,681,f,,(03) 9505 9931
24802562472956,THEODORE BRASHER,"Rue de Berloz 230, Cortil-Wodon, WNA, 5380",Active,Cortil-Wodon,JENEE HARMEN,THEODORE BRASHER,,,Rue de Berloz 230,Cortil-Wodon,WNA,5380,BE,1355,f,,0489 36 04 99
26233246180876,BERTRAND MARCHET,"Rue Supexhe 211, Serinchamps, WNA, 5590",Active,Serinchamps,,BERTRAND MARCHET,,,Rue Supexhe 211,Serinchamps,WNA,5590,BE,1689,f,,0498 37 70 23
33507700190589,ISABELLA VENN,"2058 Green Avenue, Alameda, CA, 94501",Active,Alameda,,ISABELLA VENN,,,382 Hall Street,Alameda,NV,89101,US,2580,f,,510-864-2242
37227142895166,NATHAN FALLENI,"14 Boulter Close, O'BRIENS HIL, QLD, 4860",Active,O'BRIENS HIL,DINA SEN,NATHAN FALLENI,,,14 Boulter Close,O'BRIENS HIL,QLD,4860,AU,4358,f,,
51182572626078,Baltimore Markets gomei-kaisha,"Neptunveien 12, OSLO, 0493",Closed,OSLO,,Baltimore Markets gomei-kaisha,,,Neptunveien 12,OSLO,,493,NO,9001,f,,
52902953291971,HENRY WILLIAMS,"2501 Fourth Avenue, Calgary, AB, T2P 0H3",Active,Calgary,URSULA BOAST,HENRY WILLIAMS,,,2501 Fourth Avenue,Calgary,AB,T2P 0H3,CA,7320,f,,403-616-0215
54030539789238,Briazz Cia.,"Fasanenstrasse 80, Hamburg Schn, HH, 22455",Active,Hamburg Schn,,Briazz Cia.,,,Fasanenstrasse 80,Hamburg Schn,HH,22455,DE,9107,f,,040 19 20 04
59041803738559,Quickbiz Sahis,"3347 Pin Oak Drive, Pico Rivera, CA, 90660",Active,Pico Rivera,,Quickbiz Sahis,,,3347 Pin Oak Drive,Pico Rivera,CA,90660,US,8050,f,,562-948-8953
60866105462449,MARIE WURFEL,"Marktplatz 49, RETTENSTEIN, Salzburg, 5600",Active,RETTENSTEIN,,MARIE WURFEL,,,Marktplatz 49,RETTENSTEIN,Salzburg,5600,AT,7398,f,,0676 475 98 57
73227677732051,Musicland NV,"Rue des Laderies 7, Villers-sur-, WHT, 6740",Active,Villers-sur-,SAMELLA MAY,Musicland NV,,,Rue des Laderies 7,Villers-sur-,WHT,6740,BE,1601,f,,
74397604147622,HAYDEN STURDEE,"93 Jacabina Court, DURANBAH, NSW, 2487",Active,DURANBAH,,HAYDEN STURDEE,,,93 Jacabina Court,DURANBAH,NSW,2487,AU,5465,f,,(02) 6663 5314
81933360599035,SEBASTIA HAGELTH,"2 Brown Street, PETERSHAM NO, NSW, 2049",Active,PETERSHAM NO,,SEBASTIA HAGELTH,,,2923 Port Washington Road,PETERSHAM NO,AB,T0M 0L0,AU,2011,f,,(02) 9050 2485
83877354897105,JOHN BEATTY,"3470 Broadway Avenue, Chattanooga, TN, 37403",Active,Chattanooga,MARYLN DAMATO,JOHN BEATTY,,,3470 Broadway Avenue,Chattanooga,TN,37403,US,3352,f,,423-799-6124
86571280832884,BRIANNA KREITMAY,"36 Stanley Drive, BRANDY CREEK, QLD, 4800",Active,BRANDY CREEK,,BRIANNA KREITMAY,,,16 Magnolia Drive,BRANDY CREEK,NSW,2220,AU,9455,f,,(07) 4950 8738
89943131654313,EMMANUEL BURRUS,"3271 Camden Street, Reno, NV, 89501",Active,Reno,,EMMANUEL BURRUS,,,37 East Street,Reno,,NG19 6HN,US,8227,f,,775-332-1422
95037270859850,DENNIS ALDRICH,"825 Brookside Drive, Tuscaloosa, AL, 35401",Active,Tuscaloosa,,DENNIS ALDRICH,,,825 Brookside Drive,Tuscaloosa,AL,35401,US,5919,f,,205-344-2753
391925501714,MARGARET LINK,"3259 Mulberry Avenue, Hot Springs, AR, 71901",Active,Hot Springs,,MARGARET LINK,,,3259 Mulberry Avenue,Hot Springs,AR,71901,US,6207,f,,501-318-3068
6168163335479,EDWARD ROCKEY,"4435 Washington Street, Corpus Chris, TX, 78476",Active,Corpus Chris,,EDWARD ROCKEY,,,69 Akasia St,Corpus Chris,KwaZulu-Natal,3342,US,5550,f,,361-331-4266
6628478070072,TOM DAVIES,"Rue du Bourgmestre Dandoy 319, Ooike, VOV, 9790",Active,Ooike,,TOM DAVIES,,,78 rue de la Mare aux Carats,Ooike,Languedoc-Roussillon,34070,BE,2466,f,,0487 32 28 74
8516668346705,GUERRINO MILANES,"Via Genova 60, Palermo, PA, 90143",Active,Palermo,,GUERRINO MILANES,,,Via Genova 60,Palermo,PA,90143,IT,7966,f,,0391 3115489
11968305346635,Integra Investment Service Imports Distribution,"Alsembergsesteenweg 437, Nivelles, WBR, 1400",Active,Nivelles,AMIRA EGGEMAN,Integra Investment Service Imports Distribution,,,Alsembergsesteenweg 437,Nivelles,WBR,1400,BE,4072,f,,0495 45 75 07
17736798052374,AKSEL PAULSEN,"3132 Grey Fox Farm Road, Houston, TX, 77060",Active,Houston,,AKSEL PAULSEN,,,3132 Grey Fox Farm Road,Houston,TX,77060,US,4839,f,,281-775-3776
17751731953332,KEVIN BLUM,"479 Walkers Ridge Way, Los Angeles, CA, 90017",Active,Los Angeles,EVELYN PIGNATARO,KEVIN BLUM,,,70 Crofts Road,Los Angeles,VIC,3891,US,4227,f,,
17751872465894,Acuserv Manufacturing,"73 Eungella Road, DELTA, QLD, 4805",Closed,DELTA,,Acuserv Manufacturing,,,73 Eungella Road,DELTA,QLD,4805,AU,5401,f,,(07) 4906 5394
20707020174209,EDMOND FELDER,"4268 Fannie Street, Clute, TX, 77531",Active,Clute,OLIVIA STOUT,EDMOND FELDER,,,10 Fairview Street,Clute,VIC,3264,US,1415,f,,979-265-6451
21922039739648,DALIBOR VERBIEST,"Joos Banckersweg 92, Amsterdam, NH, 1056 EM",Active,Amsterdam,,DALIBOR VERBIEST,,,975 Hillcrest Lane,Amsterdam,CA,92664,NL,639,f,,06-62670752
24312634794436,MAIK KRUEGER,"Via Pestariso 55, St. Josefen, 9032",Active,St. Josefen,JULENE BIGONY,MAIK KRUEGER,,,Via Pestariso 55,St. Josefen,,9032,CH,4631,f,,071 370 23 71
24941626062279,SERGIO WARE,"Puruntie 18, LAPPEENRANTA, South Karelia, 53200",Closed,LAPPEENRANTA,,SERGIO WARE,,,Puruntie 18,LAPPEENRANTA,South Karelia,53200,FI,6951,f,,040 885 5075
28273958098616,RUBY EMBRY,"81 Savages Road, ARCHERFIELD, QLD, 4108",Active,ARCHERFIELD,EDWARD APPELL,RUBY EMBRY,,,81 Savages Road,ARCHERFIELD,QLD,4108,AU,8479,f,,(07) 3320 3501
32428373245823,ANNETT HIMMEL,"Ellmenreichstrasse 44, Forchheim, BY, 91294",Active,Forchheim,,ANNETT HIMMEL,,,Ellmenreichstrasse 44,Forchheim,BY,91294,DE,6193,f,,09191 19 56 50
42215114359868,Adaptas NV,"3365 Armory Road, Wilmington, NC, 28412",Active,Wilmington,ALETHA SPENGLER,Adaptas NV,,,3365 Armory Road,Wilmington,NC,28412,US,5102,f,,910-775-7485
42999805253408,SVEN DIEDERICH,"Werkstrasse 150, Cerniat, 1654",Active,Cerniat,DEREK DOWLING,SVEN DIEDERICH,,,L�tzelfl�hstrasse 83,Cerniat,,5103,CH,4990,f,,026 748 30 63
45968050185524,ANGELINA CHAUVEL,"25 Anderson Street, BRACKEN RIDG, QLD, 4017",Closed,BRACKEN RIDG,,ANGELINA CHAUVEL,,,25 Anderson Street,BRACKEN RIDG,QLD,4017,AU,601,f,,(07) 3357 3499
63639457495003,Rink's Imports Cor,"3313 Glenview Drive, Corpus Chris, TX, 78476",Active,Corpus Chris,,Rink's Imports Cor,,,3313 Glenview Drive,Corpus Chris,TX,78476,US,2246,f,,361-598-2656
69935622017924,TIMOTHY DAY,"3012 Williams Mine Road, Newark, NJ, 07102",Active,Newark,,TIMOTHY DAY,,,3012 Williams Mine Road,Newark,NJ,7102,US,5779,f,,908-271-3300
83796084937546,LUCAS HANKINSON,"17 Auricht Road, MARCOLLAT, SA, 5271",Active,MARCOLLAT,,LUCAS HANKINSON,,,1361 Medical Center Drive,MARCOLLAT,FL,34236,AU,3307,f,,(08) 8733 5619
87097528984425,ELIZABET JOHN,"4034 McDowell Street, Pulaski, TN, 38478",Active,Pulaski,,ELIZABET JOHN,,,4034 McDowell Street,Pulaski,TN,38478,US,4530,f,,931-363-0806
91919794674594,MALCOLM ALSTON,"16 Bayview Road, MOUNT COOPER, SA, 5671",Closed,MOUNT COOPER,,MALCOLM ALSTON,,,16 Bayview Road,MOUNT COOPER,SA,5671,AU,3656,f,,(08) 8742 5891
96245415791776,Mr. Good Buys Ltd,"727 Settlers Lane, New York, NY, 10007",Active,New York,FELICIA LOWITZ,Mr. Good Buys Ltd,,,727 Settlers Lane,New York,NY,10007,US,2161,f,,917-790-5015
99031222909277,ANDREW WHITTA,"80 Redesdale Rd, ARNOLD, VIC, 3551",Active,ARNOLD,,ANDREW WHITTA,,,1179 Langtown Road,ARNOLD,IA,52162,AU,9399,f,,(03) 5349 2145
2732375450128,Fit Tonic Imports de,"67 Davidson Street, SANDY POCKET, QLD, 4871",Active,SANDY POCKET,,Fit Tonic Imports de,,,67 Davidson Street,SANDY POCKET,QLD,4871,AU,5485,f,,(07) 4090 6569
16896565552508,SIMON HERMANSEN,"1843 Locust Court, Los Angeles, CA, 90017",Active,Los Angeles,ARIANNA GALFORD,SIMON HERMANSEN,,,Fr�rup Byvej 71,Los Angeles,Region Sj�lland,1169,US,7756,t,,562-456-5993
18259733053516,TRISTAN SAMPSON,"31 Benny Street, TARLETON, TAS, 7310",Active,TARLETON,,TRISTAN SAMPSON,,,31 Benny Street,TARLETON,TAS,7310,AU,2527,f,,
18390978082586,MARKUS GERBER,"Alte Poststrasse 27, HAFING, Lower Austria, 3100",Active,HAFING,OPHELIA EASTMOND,MARKUS GERBER,,,Quadra 127,HAFING,,8951,AT,3197,f,,0664 343 42 44
18954194465351,Alert Alarm Company Imports AKF,"3384 Saint Clair Street, Jackson, MS, 39211",Active,Jackson,ALBERT MELCHER,Alert Alarm Company Imports AKF,,,3384 Saint Clair Street,Jackson,MS,39211,US,8517,f,,662-601-6321
19365769323074,LACHLAN LYLE,"47 Railway Avenue, BENARCH, VIC, 3630",Active,BENARCH,,LACHLAN LYLE,,,60 Porana Place,BENARCH,WA,6623,AU,8731,f,,
28505539365624,Asian Solutions Imports SICAV,"1904 Cheriton Dr, Port Shepsto, KwaZulu-Natal, 4240",Active,Port Shepsto,,Asian Solutions Imports SICAV,,,1904 Cheriton Dr,Port Shepsto,KwaZulu-Natal,4240,ZA,3336,f,,083 345 3211
38407119295128,JUSTIN BIRCHELL,"9 Quayside Vista, WATSON, ACT, 2602",Active,WATSON,,JUSTIN BIRCHELL,,,9 Quayside Vista,WATSON,ACT,2602,AU,2778,f,,(02) 6173 4172
42183364010424,Musicland NV,"Rue des Laderies 7, Villers-sur-, WHT, 6740",Active,Villers-sur-,ARIANNA GALFORD,Musicland NV,,,Rue des Laderies 7,Villers-sur-,WHT,6740,BE,3840,f,,
45283368330060,KEVIN BLUM,"479 Walkers Ridge Way, Los Angeles, CA, 90017",Active,Los Angeles,,KEVIN BLUM,,,70 Crofts Road,Los Angeles,VIC,3891,US,279,f,,
45949403553020,BENJAMIN CYRIL,"82 Ageston Road, TAROME, QLD, 4309",Active,TAROME,,BENJAMIN CYRIL,,,24 Glen William Road,TAROME,QLD,4871,AU,2339,f,,(07) 4529 4594
56366305719891,ADHELMAR BORREGO,"Avenida Cervantes 89, Ea, Biscay, 48287",Closed,Ea,JIMMIE YOW,ADHELMAR BORREGO,,,Avenida Cervantes 89,Ea,Biscay,48287,ES,5103,f,,734 094 511
59616685793128,Integra Wealth Planners S.A,"32 Neville Street, IDEN GREEN, TN17 0UH",Active,IDEN GREEN,KERMIT CHIPREAN,Integra Wealth Planners S.A,,,32 Neville Street,IDEN GREEN,,TN17 0UH,GB,5121,f,,077 3562 1055
67238415125326,AUSTIN GOPINKO,"16 Red Lane, ERMINGTON, PL21 6AD",Active,ERMINGTON,,AUSTIN GOPINKO,,,16 Red Lane,ERMINGTON,,PL21 6AD,GB,7397,f,,078 8569 5464
68302343110821,Success Is Yours e.G,"1382 Rose Street, Oak Brook, IL, 60523",Active,Oak Brook,,Success Is Yours e.G,,,1382 Rose Street,Oak Brook,IL,60523,US,6421,t,,708-223-0271
73489666654290,Scott Ties Empresa,"4456 Taylor Street, West Nyack, NY, 10994",Active,West Nyack,,Scott Ties Empresa,,,4456 Taylor Street,West Nyack,NY,10994,US,5736,f,,914-588-5225
84655596418196,MICHAEL FULMER,"4353 Duff Avenue, Brattleboro, VT, 05301",Active,Brattleboro,ALBERTA RUNDAHL,MICHAEL FULMER,,,4353 Duff Avenue,Brattleboro,VT,5301,US,2384,f,,802-403-2766
87239171369091,TIM WAGNER,"Brucker Bundesstrasse 25, GAHBERG, Upper Austria, 4852",Active,GAHBERG,,TIM WAGNER,,,Krummnussbaum Dub 48,GAHBERG,Lower Austria,3365,AT,7439,f,,0660 884 74 57
92247166614626,SVEN DIEDERICH,"Werkstrasse 150, Cerniat, 1654",Active,Cerniat,,SVEN DIEDERICH,,,L�tzelfl�hstrasse 83,Cerniat,,5103,CH,1469,f,,026 748 30 63
