cus_id_no,cus_stat,bus_registered_name,bus_registration_no,bus_ctry_registration,cus_start_dt,cus_end_dt,personal_bus_flg,gender,initials,forename,family_name,maiden_name,full_name,nationality,cus_risk_rtng,employee_flag,residence_ctry,consolidated_cust_address,personal_national_id_no,dt_of_birth
19081626501,A,Great Western Imports EE,98823,AU,2005-11-09T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"95 Hunter Street, CLIFFORD GAR, QLD, 4350",.,
77002661202,A,Price Club Cia.,228173,AU,2005-01-22T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"89 Yangan Drive, ATTUNGA, NSW, 2345",.,
92831028017,C,,.,,1993-05-01T00:00:00.000+00:00,2004-07-19T00:00:00.000+00:00,P,F,O,Olivia,McClintock,,Olivia McClintoc,AU,1363,f,AU,"77 Hart Street, WOOLOOMA, NSW, 2337",525616488,1977-03-22
49237861858,A,Mages Sahis,466192,ZA,2007-06-05T00:00:00.000+00:00,,B,,,,,,,,.,,DE,"Konstanzer Strasse 50, Gelnhausen, HE, 63571",.,
49989526594,C,,.,,1997-10-07T00:00:00.000+00:00,2005-02-23T00:00:00.000+00:00,P,M,C,Caleb,Sundet,,Caleb Sunderland,NO,2366,f,NO,"Vinterveien 216, HAFRSFJORD, 4041",721601794,1981-07-19
59136631098,A,,.,,2002-03-13T00:00:00.000+00:00,,P,M,D,Desire,Deslauriers,,Desire Deslaurie,FR,7293,f,FR,"18 Rue de Verdun, MONT-DE-MARS, Aquitaine, 40000",611467430,1989-05-25
56125604457,A,,.,,2002-11-16T00:00:00.000+00:00,,P,M,I,Ilias,Khull,,Ilias Khoenkhoen,AU,6916,f,AU,"33 Swanston Street, GREENS CREEK, VIC, 3381",930202953,1978-01-31
60120805150,C,Omni Tech Solutions LTD,9142474,US,1994-09-26T00:00:00.000+00:00,2000-08-14T00:00:00.000+00:00,B,,,,,,,,.,,US,"1224 Ritter Avenue, New Haven, MI, 48048",.,
4405753583,C,Grand Union PLC,51597894,MM,1990-04-07T00:00:00.000+00:00,2009-05-01T00:00:00.000+00:00,B,,,,,,,,.,,US,"3199 Freed Drive, Stockton, CA, 95202",.,
92476039102,C,,.,,1995-09-16T00:00:00.000+00:00,2006-02-18T00:00:00.000+00:00,P,M,G,Gordon,Graham,,Gordon Graham,US,3847,f,US,"2932 Bobcat Drive, Washington, MD, 20008",942966063,1974-10-06
46222354841,A,Quality Realty Service Imports Limited,609601853,NL,2001-01-20T00:00:00.000+00:00,,B,,,,,,,,.,,NL,"Altaarstraat 132, Schinnen, LI, 6365 AK",.,
95241958713,A,,.,,2000-02-07T00:00:00.000+00:00,,P,F,M,Madelein,Raiwala,,Madelein Raiwala,AU,8804,f,AU,"78 Woodwark Crescent, DIMBULAH, QLD, 4872",788121599,1970-08-14
81202419145,C,,.,,1998-04-22T00:00:00.000+00:00,1999-03-21T00:00:00.000+00:00,P,M,B,Brodie,McGahan,,Brodie McFarlane,US,263,f,US,"1665 Center Street, Wayne, NJ, 07477",851470020,1981-11-28
16752760184,C,,.,,1993-09-13T00:00:00.000+00:00,2004-02-21T00:00:00.000+00:00,P,M,G,Gabriel,Plante,,Gabriel Plante,AU,8370,f,AU,"91 Walder Crescent, KUNWARARA, QLD, 4702",738487890,1974-06-14
26241578382,A,Fresh Start Imports R.L,700684,NO,2004-02-07T00:00:00.000+00:00,,B,,,,,,,,.,,NO,"Granvegen 8, JESSHEIM, 2050",.,
20793890636,C,,.,,1991-06-24T00:00:00.000+00:00,2005-08-26T00:00:00.000+00:00,P,M,A,Austin,Gordon,,Austin Gopinko,GB,7712,f,GB,"16 Red Lane, ERMINGTON, PL21 6AD",369012516,
30521750236,A,,.,,2009-03-27T00:00:00.000+00:00,,P,M,J,Jett,Downey,,Jett Downey,AU,5834,f,AU,"24 Hummocky Road, STUN'SAIL BO, SA, 5223",652938864,1976-01-06
65125818201,A,LaBelle's Imports AKF,90,CA,2001-05-17T00:00:00.000+00:00,,B,,,,,,,,.,,CA,"500 Jasper Ave, Edmonton, AB, T5J 3N6",.,
18020816391,C,,.,,1992-03-26T00:00:00.000+00:00,2004-12-03T00:00:00.000+00:00,P,M,T,Todd,Ayers,,Todd Ayala,US,4553,f,US,"119 Paradise Lane, Ontario, CA, 91761",640901866,
72118410435,C,MegaSolutions Manufacturing,1253,PL,1992-01-01T00:00:00.000+00:00,1993-09-19T00:00:00.000+00:00,B,,,,,,,,.,,PL,"ul. Mirtowa 39, Gdynia, 81-632",.,
90002536012,C,,.,,1999-12-21T00:00:00.000+00:00,2009-11-11T00:00:00.000+00:00,P,F,S,Sienna,Ord,,Sienna Ord,AU,2382,f,AU,"22 Walters Street, WANGARATTA W, VIC, 3677",262527226,1987-08-01
28429802207,C,Sports Unlimited LLC,48947278,US,1992-10-06T00:00:00.000+00:00,1994-07-03T00:00:00.000+00:00,B,,,,,,,,.,,US,"2752 Joyce Street, Mobile, AL, 36693",.,
83608453883,A,Pioneer Chicken Agricultural,2884202,PT,2006-11-24T00:00:00.000+00:00,,B,,,,,,,,.,,PT,"R Tapada Marinha 98, Lavra, Porto, 4455-081",.,
48674791873,C,,.,,1997-01-20T00:00:00.000+00:00,2000-05-25T00:00:00.000+00:00,P,F,M,Mia,Scammell,,Mia Scammell,AU,1915,f,AU,"32 Ulomogo Street, KICKABIL, NSW, 2830",611080311,1973-04-17
19097293240,A,Magik Gray Imports SICAV,33591,MA,2008-04-25T00:00:00.000+00:00,,B,,,,,,,,.,,US,"2704 Roane Avenue, Frederick, MD, 21701",.,
46873680703,C,Complete Tech Co,962040,BE,1996-01-02T00:00:00.000+00:00,1996-10-04T00:00:00.000+00:00,B,,,,,,,,.,,BE,"Linieweg 163, Landelies, WLX, 6111",.,
36296177362,C,,.,,1993-01-10T00:00:00.000+00:00,2003-12-03T00:00:00.000+00:00,P,F,Z,Zoe,Gerssen,,Zoe Gerrald,NL,2118,f,NL,"Domineespad 63, Duizel, NB, 5525 KJ",758322175,
6648212190,C,,.,,1997-11-23T00:00:00.000+00:00,2009-02-05T00:00:00.000+00:00,P,M,R,Robert,Soto,,Robert Soto,CA,6985,f,CA,"4027 avenue Royale, Quebec, QC, G1E 2L3",856543357,1983-09-30
87216126670,C,Carl Durfees Imports AKF,948816204,US,1991-02-10T00:00:00.000+00:00,2002-10-27T00:00:00.000+00:00,B,,,,,,,,.,,US,"4518 Lowndes Hill Park Road, Lancaster, CA, 93535",.,
67909288581,A,Quickbiz Developments,5083611,CH,2004-10-14T00:00:00.000+00:00,,B,,,,,,,,.,,CH,"Via Pestariso 36, St. Gallen, 9006",.,
27228507028,C,,.,,1997-06-12T00:00:00.000+00:00,2001-12-08T00:00:00.000+00:00,P,M,K,Kjetil,Nordhus,BEAN,Kjetil Nordhus,NO,8470,f,NO,"Allmenningen 21, MO I RANA, 8614",764933104,1986-12-22
45423647581,A,,.,,1995-09-15T00:00:00.000+00:00,,P,F,R,Ruby,Wardle,,Ruby Wardle,AU,2806,f,AU,"52 Davenport Street, PADDYS FLAT, NSW, 2632",482751497,1977-09-21
52001121224,C,,.,,1998-09-23T00:00:00.000+00:00,2001-01-15T00:00:00.000+00:00,P,M,J,Joseph,Cox,,Joseph Cox,CA,1237,f,CA,"3451 47th Avenue, Plamondon, AB, T0A 2T0",384284386,
46035892027,C,,.,,1994-06-10T00:00:00.000+00:00,1997-02-17T00:00:00.000+00:00,P,F,G,Gabriell,MacDevitt,,Gabriell MacDevi,AU,9353,f,AU,"81 Wharf St, POINT CLARE, NSW, 2250",240308159,1981-08-25
55090070298,C,,.,,1998-03-11T00:00:00.000+00:00,2002-09-06T00:00:00.000+00:00,P,F,D,Darla,Newsome,,Darla Newsome,US,594,f,US,"2154 Stone Lane, Easton, PA, 18042",272630951,1978-08-31
44327880956,A,,.,,2007-02-10T00:00:00.000+00:00,,P,M,T,Thomas,Vallery,,Thomas Vallery,US,2289,f,US,"1639 Lucy Lane, Dillsboro, IN, 47018",619907708,
42913826667,C,,.,,1998-02-16T00:00:00.000+00:00,2007-12-20T00:00:00.000+00:00,P,M,J,John,Brown,MATLEY,John Brown,US,852,f,US,"1331 Lucky Duck Drive, Pittsburgh, PA, 15222",651829337,1987-09-29
74348897941,C,,.,,1990-05-27T00:00:00.000+00:00,2003-09-17T00:00:00.000+00:00,P,M,J,Jeremy,Kleeman,,Jeremy Kleeman,AU,1416,f,AU,"11 Woodlands Avenue, KELLYVILLE, NSW, 2155",710102838,1987-02-25
97861035127,C,,.,,1995-06-12T00:00:00.000+00:00,2003-12-11T00:00:00.000+00:00,P,M,B,Benjamin,Cyril,,Benjamin Cyril,AU,2649,f,AU,"82 Ageston Road, TAROME, QLD, 4309",909095139,1980-06-20
97615347564,A,Asian Solutions AKF,34987,FI,2007-02-11T00:00:00.000+00:00,,B,,,,,,,,.,,FI,"Salontie 3, LOIMAA, Varsinais-Suomi, 32200",.,
5890120100,A,,.,,1997-09-14T00:00:00.000+00:00,,P,F,S,Sarah,Parkes,,Sarah Parkes,GB,5430,f,GB,"44 Wartnaby Road, ACHNASHEEN, IV22 1WD",562713689,1985-09-29
57095077166,A,,.,,2004-01-10T00:00:00.000+00:00,,P,M,A,Austin,Thorn,,Austin Thorby,US,5381,f,US,"3934 Southern Avenue, Kanawha, IA, 50447",767708836,1979-07-31
5030722224,C,Movie Gallery Imports AK,2148696,AT,1992-10-24T00:00:00.000+00:00,1995-10-11T00:00:00.000+00:00,B,,,,,,,,.,,AT,"Fehringer Strasse 35, MARBACH IM F, Lower Austria, 3532",.,
21457225755,A,,.,,2002-04-08T00:00:00.000+00:00,,P,M,A,A,Colombo,,Aurelio Colombo,IT,3375,f,IT,"Via Genova 134, Borgo Val Di, PR, 43043",535003396,1987-01-31
38419239297,A,,.,,2007-01-07T00:00:00.000+00:00,,P,F,N,Norma,Foster,,Norma Foster,AU,3420,f,AU,"12 McKillop Street, LANGI LOGAN, VIC, 3377",349320546,1989-02-06
17231032801,A,,.,,2002-09-24T00:00:00.000+00:00,,P,M,C,Charles,Bravo,,Charles Braund,PT,9815,f,PT,"R Gago Coutinho 59, Maceda, Aveiro, 3885-781",697477940,
78651281947,A,,.,,2002-03-27T00:00:00.000+00:00,,P,M,P,Petri,Madigan,,Petri Madetoja,AU,1649,f,AU,"12 Seaview Court, SEPTIMUS, QLD, 4754",589320479,1981-04-16
10203412,A,,.,,2007-12-16T00:00:00.000+00:00,,P,F,P,Patricia,Berry,,Patricia Berry,ZA,7444,f,ZA,"845 St. John Street, Malmesbury, Western Cape, 7302",465038953,1987-09-25
57411087706,C,Maxaprofit PLC,3977493,AU,1997-07-19T00:00:00.000+00:00,2004-11-14T00:00:00.000+00:00,B,,,,,,,,.,,AU,"72 Foreshore Road, WESTMINSTER, WA, 6061",.,
41170821189,A,,.,,2003-08-19T00:00:00.000+00:00,,P,M,N,Nathan,Glover,,Nathan Glover,GB,7925,f,GB,"15 Nottingham Rd, ABBOTS BROML, WS15 9YG",27705526,1987-03-15
23946007081,A,Pay'N Takeit PLC,47684979,US,2007-07-19T00:00:00.000+00:00,,B,,,,,,,,.,,US,"3960 Pineview Drive, Windom, MN, 56101",.,
90794755969,A,,.,,2000-12-25T00:00:00.000+00:00,,P,M,T,Tigo,Kastner,,Tigo Kasteel,CF,5064,f,AT,"Hainbuchen 35, BERG, Carinthia, 9131",200276900,1989-05-29
30467692804,C,,.,,1991-02-15T00:00:00.000+00:00,2005-11-17T00:00:00.000+00:00,P,M,E,Eddie,Lanning,,Eddie Lanning,US,2910,f,US,"4977 Sand Fork Road, Plymouth, IN, 46563",370832130,1974-07-21
41210335335,A,,.,,2002-01-02T00:00:00.000+00:00,,P,F,E,Esther,Gomez,,Esther Gomez,ZA,6019,f,ZA,"524 Morgan Rd, Empangeni, KwaZulu-Natal, 3882",51929080,1985-11-06
68149381554,A,,.,,2008-11-16T00:00:00.000+00:00,,P,M,J,Jesse,Davis,,Jesse Davis,US,2563,f,US,"4331 Blane Street, Manchester, MO, 63011",713538282,1983-09-09
81394890872,A,,.,,2007-05-16T00:00:00.000+00:00,,P,M,D,Darcy,Moir,,Darcy Moir,AU,2769,f,AU,"4 Weemala Avenue, APSLEY, NSW, 2820",427250285,
73475171993,C,,.,,1996-03-25T00:00:00.000+00:00,2001-02-21T00:00:00.000+00:00,P,F,M,Minnie,Ortiz,,Minnie Ortiz,ES,3387,f,ES,"Avda. Los llanos 54, Villalobar d, La Rioja, 26256",951209220,1972-06-18
66818180263,A,,.,,2009-01-04T00:00:00.000+00:00,,P,M,B,Brock,Swift,,Brock Swift,US,6825,f,US,"4774 Big Elm, Kansas City, MO, 64110",698495601,1973-09-15
71032886264,C,,.,,1994-01-21T00:00:00.000+00:00,1996-03-08T00:00:00.000+00:00,P,F,R,Reina,Garside,,Reina Garrity,AU,2382,f,AU,"79 Clifton Street, NOWIE, VIC, 3585",734839449,1979-03-01
55597077115,A,,.,,2008-01-03T00:00:00.000+00:00,,P,M,J,Jett,Cuper,,Jett Cuper,AU,8646,f,AU,"39 Fergusson Street, IRVINGTON, NSW, 2470",428311164,1974-01-21
19186648171,C,,.,,1998-03-08T00:00:00.000+00:00,2008-12-06T00:00:00.000+00:00,P,M,J,James,Knuth,ROIDER,James Knuth,US,6301,f,US,"2224 B Street, Saint Paul, MN, 55104",810414210,1980-06-29
85340434002,A,Gart Sports Imports Limited,533267,US,2000-05-27T00:00:00.000+00:00,,B,,,,,,,,.,,US,"1158 Lewis Street, Chicago, IL, 60605",.,
54966830257,C,,.,,1992-04-08T00:00:00.000+00:00,2008-03-21T00:00:00.000+00:00,P,F,S,Stephani,Archibald,,Stephani Archiba,AU,5664,f,AU,"54 Woolnough Road, GLENSIDE, SA, 5065",918674457,1986-04-09
99355730184,C,Steve & Barry's FI,2372337,US,1991-05-27T00:00:00.000+00:00,2009-09-18T00:00:00.000+00:00,B,,,,,,,,.,,US,"3476 Edgewood Road, Jonesboro, AR, 72401",.,
7432428088,A,,.,,1993-07-21T00:00:00.000+00:00,,P,M,M,Michael,Sanger,,Michael Sanger,AT,1562,f,AT,"An Der Bundesstrasse 58, HINTERBERG, Upper Austria, 4573",975408277,1987-12-23
62117637580,C,,.,,1994-06-02T00:00:00.000+00:00,2008-11-16T00:00:00.000+00:00,P,M,S,Soren,Pomeroy,,Soren Pomerleau,AU,9354,f,AU,"33 Rupara Street, ENFIELD, SA, 5085",516325739,1975-03-31
68983047143,A,MagnaSolution e.G,63973,AU,2009-08-20T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"83 Creedon Street, GOWANBRAE, VIC, 3043",.,
57785486485,A,Brooks Fashions AK,90764,HN,2009-03-19T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"55 Pipeclay Road, HOLLISDALE, NSW, 2446",.,
16017218066,A,Endicott Johnson Imports Agricultural,105937,DE,2003-04-22T00:00:00.000+00:00,,B,,,,,,,,.,,DE,"Alt-Moabit 58, Ebersbach, SN, 02728",.,
33231091581,C,,.,,1997-06-16T00:00:00.000+00:00,2001-09-13T00:00:00.000+00:00,P,M,T,Tarry,Vetrhus,,Tarry Vetrhus,NO,7757,f,NO,"Longamyrvegen 125, STORD, 5415",84789435,
81891771866,C,,.,,1992-05-17T00:00:00.000+00:00,2006-11-05T00:00:00.000+00:00,P,M,W,William,Head,,William Hazon,AU,3223,f,AU,"20 Yarra Street, TALBOT, VIC, 3371",155661488,1980-03-17
51680113339,C,,.,,1992-05-21T00:00:00.000+00:00,2009-07-16T00:00:00.000+00:00,P,M,B,Beau,Taylor,,Beau Taylor,US,1652,f,US,"1435 Frosty Lane, Syracuse, NY, 13204",202884986,1988-09-16
1334940240,C,,.,,1995-06-17T00:00:00.000+00:00,2009-04-03T00:00:00.000+00:00,P,M,Q,Quintino,DeRose,,Quintino DeRose,IT,2266,f,IT,"Via Moiariello 24, San Lorenzo, CN, 12010",262316833,
88808558020,C,,.,,1993-02-04T00:00:00.000+00:00,2005-05-06T00:00:00.000+00:00,P,M,I,Iven,Cailot,,Iven Cailot,BE,1832,f,BE,"Orchideeenlaan 41, Membre, WNA, 5550",71651628,
72052526872,A,,.,,2002-04-27T00:00:00.000+00:00,,P,M,B,Benedict,Almaraz,,Benedict Almaraz,PT,9832,f,PT,"Rua Igreja 89, Gondifelos, Braga, 4760-512",631063432,1970-02-09
47112111081,C,,.,,1993-12-06T00:00:00.000+00:00,2005-07-26T00:00:00.000+00:00,P,F,M,Maureen,Johnson,,Maureen Johnson,US,9076,f,US,"4653 Wayside Lane, San Francisc, CA, 94108",929450899,1980-02-06
14345161344,C,Crazy Eddie Manufacturing,505114,US,1997-04-10T00:00:00.000+00:00,2009-09-06T00:00:00.000+00:00,B,,,,,,,,.,,US,"2814 Rosewood Court, Henderson, MN, 56044",.,
55891518394,A,,.,,1999-10-07T00:00:00.000+00:00,,P,F,N,Natalie,Wray,,Natalie Wragge,US,4412,f,US,"3749 Wilson Avenue, Scurry, TX, 75158",229195166,1975-09-30
86170797261,A,,.,,2009-09-10T00:00:00.000+00:00,,P,F,C,Caitlyn,Victor,,Caitlyn Victor,AU,7227,f,AU,"81 Creek Street, MACALISTER, QLD, 4406",404723295,
17101385015,A,,.,,2003-11-02T00:00:00.000+00:00,,P,F,S,Samantha,Rupp,,Samantha Rupp,AU,5082,f,AU,"8 Springhill Bottom Road, LIFFEY, TAS, 7301",537152327,1974-06-22
55821391579,C,Monlinks Agricultural,26888,FR,1998-06-15T00:00:00.000+00:00,2000-06-10T00:00:00.000+00:00,B,,,,,,,,.,,FR,"81 rue Sadi Carnot, AURILLAC, Auvergne, 15000",.,
19630796759,A,Jack Lang S.A,647118,US,2007-06-12T00:00:00.000+00:00,,B,,,,,,,,.,,US,"1749 Biddie Lane, Richmond, VA, 23219",.,
32425660785,A,Better Business Ideas and Services Co,99257974,AU,2005-10-21T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"30 Insignia Way, BROADWOOD, WA, 6430",.,
84797792285,A,,.,,2009-08-25T00:00:00.000+00:00,,P,M,J,Jacob,Scerri,,Jacob Scerri,AU,3030,f,AU,"67 Roseda-Tinamba Road, RUMBUG, VIC, 3960",879109373,
86310115626,A,,.,,2004-10-25T00:00:00.000+00:00,,P,F,M,Madeline,Amiet,,Madeline Amies,AU,1954,f,AU,"55 Rose Street, REEFTON, VIC, 3799",437735686,
80237158303,A,Modern Realty Manufacturing,533148259,US,2007-04-16T00:00:00.000+00:00,,B,,,,,,,,.,,US,"3807 Gladwell Street, Longview, TX, 75601",.,
87772346758,A,,.,,2006-01-11T00:00:00.000+00:00,,P,M,A,A,Whitta,,Andrew Whitta,AU,9548,f,AU,"80 Redesdale Rd, ARNOLD, VIC, 3551",458982568,
2754063340,A,Sportmart Imports Firma,269477,CH,1998-01-19T00:00:00.000+00:00,,B,,,,,,,,.,,CH,"Via Stazione 52, Stansstad, 6362",.,
40037316421,C,,.,,1994-02-22T00:00:00.000+00:00,2000-07-22T00:00:00.000+00:00,P,M,W,William,Ryen,,William Ryder,NO,7308,f,NO,"Haraldskroken 98, HAFRSFJORD, 4041",369522219,1979-07-10
19020954822,A,Solution Answers Imports AK,203333,GB,2005-01-23T00:00:00.000+00:00,,B,,,,,,,,.,,GB,"52 Carriers Road, CROES Y PANT, NP4 4DF",.,
84145573764,C,Little Folk Shops Imports EE,24548050,US,1992-05-18T00:00:00.000+00:00,2000-02-25T00:00:00.000+00:00,B,,,,,,,,.,,US,"2719 Elm Drive, Elmsford, NY, 10523",.,
44411528015,A,,.,,2000-02-01T00:00:00.000+00:00,,P,F,S,Sheryl,Switzer,,Sheryl Switzer,ZA,8828,f,ZA,"469 Dickens St, Kempton Park, Gauteng, 1627",785612329,1970-11-30
54286053243,C,Kleinhans Imports LLC,1300510,US,1991-12-03T00:00:00.000+00:00,2002-11-19T00:00:00.000+00:00,B,,,,,,,,.,,US,"2182 Eagle Drive, Southfield, MI, 48235",.,
89641579784,C,,.,,1991-08-03T00:00:00.000+00:00,1995-10-19T00:00:00.000+00:00,P,M,D,Deodato,Sagese,,Deodato Sagese,IT,2211,f,IT,"Via Scuderlando 71, Tortoreto Li, TE, 64019",269547808,1978-01-29
92736519285,C,HomeBase Ltd,217878941,GS,1993-01-26T00:00:00.000+00:00,2008-04-22T00:00:00.000+00:00,B,,,,,,,,.,,US,"4815 Valley Drive, Norristown, PA, 19403",.,
9119741240,A,,.,,2001-09-22T00:00:00.000+00:00,,P,M,J,Jett,Hanton,,Jett Hanton,NP,3973,f,AU,"96 Florabunda Lane, MACQUARIE FI, NSW, 2564",842494217,
25005728723,A,,.,,1996-11-17T00:00:00.000+00:00,,P,M,T,Troy,Manna,,Troy Mann,IT,8780,f,IT,"Via Giulio Camuzzoni 12, Terranova Sa, RC, 89010",47810228,1971-10-29
29966828187,A,Liberty Wealth Planner Cia.,5757072,MN,2008-10-09T00:00:00.000+00:00,,B,,,,,,,,.,,US,"137 Emerson Road, Calcasieu, LA, 71433",.,
37623758129,C,,.,,1995-09-21T00:00:00.000+00:00,2008-01-12T00:00:00.000+00:00,P,M,M,M,Millen,,Marcus Miljanovi,US,7960,f,US,"3841 Eagle Lane, Orr, MN, 55771",924578055,1981-07-12
28265020363,A,,.,,2009-02-09T00:00:00.000+00:00,,P,M,G,George,Stuart,,George Stuart,US,6878,f,US,"1907 Jefferson Street, Norfolk, VA, 23502",510302031,1983-12-14
6009237634,A,,.,,1996-05-24T00:00:00.000+00:00,,P,M,C,Cooper,Blaubaum,,Cooper Blaubaum,AU,6795,f,AU,"35 Gaffney Street, BELL POST HI, VIC, 3215",900794508,
59769234492,A,,.,,1999-02-23T00:00:00.000+00:00,,P,M,R,Ryder,Colvin,,Ryder Colvin,AU,7618,f,AU,"44 Mills Street, KILCUNDA, VIC, 3995",102241747,1988-09-23
87056186175,A,Dream Home Improvements Imports FIE,583861,AU,2005-04-03T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"60 Passage Avenue, GADGARRA, QLD, 4884",.,
17139238478,C,,.,,1996-03-24T00:00:00.000+00:00,2004-07-12T00:00:00.000+00:00,P,M,R,Robert,Johnson,,Robert Johnson,US,8871,f,US,"2988 Windy Ridge Road, Huntington, IN, 46750",511500088,1985-06-18
11670095446,A,Consumers and Consumers Express Imports AB,636558724,NO,2000-01-17T00:00:00.000+00:00,,B,,,,,,,,.,,NO,"Liaveien 202, FAUSKE, 8210",.,
6935849754,A,Corinthian Designs Imports EE,20808,US,2007-08-12T00:00:00.000+00:00,,B,,,,,,,,.,,US,"2653 High Meadow Lane, Matamoras (P, PA, 18336",.,
88414058086,A,,.,,2004-02-08T00:00:00.000+00:00,,P,M,T,T,Maur,,Tim Maur,CH,2289,f,CH,"Wingertweg 37, Ennetlinth, 8756",893186347,1983-01-30
52326068444,A,Cavages Imports EEIG,299087,MP,1998-07-14T00:00:00.000+00:00,,B,,,,,,,,.,,US,"4006 Charmaine Lane, Lubbock, TX, 79401",.,
78524526686,A,,.,,2008-10-08T00:00:00.000+00:00,,P,F,L,Lori,Miller,FONSECA,Lori Miller,US,1102,f,US,"297 Southside Lane, Los Angeles, CA, 90022",139501706,
77267981664,A,,.,,2001-01-25T00:00:00.000+00:00,,P,M,W,William,Lausund,,William Laursen,NO,6541,f,NO,"Valhallveien 172, ALTA, 9511",444929378,1970-02-20
57246285922,C,Finast Imports KGaA,73751,AU,1993-10-07T00:00:00.000+00:00,1996-10-14T00:00:00.000+00:00,B,,,,,,,,.,,AU,"99 Murphy Street, JINGALUP, WA, 6395",.,
95031964966,A,Lionel Kiddie City EEI,120089289,FI,2001-09-15T00:00:00.000+00:00,,B,,,,,,,,.,,FI,"Martinpolku 6, KOUVOLA, Kymenlaakso, 45160",.,
69643937233,C,Elm Farm Imports de,9815166,ZA,1997-10-23T00:00:00.000+00:00,1998-07-14T00:00:00.000+00:00,B,,,,,,,,.,,ZA,"1155 Church St, Karenpark, Gauteng, 0118",.,
43661510241,A,Music Plus Imports Corp,876427523,ID,2000-05-13T00:00:00.000+00:00,,B,,,,,,,,.,,NO,"Fangholvegen 17, MOLDE, 6409",.,
12840657153,C,,.,,1995-08-21T00:00:00.000+00:00,1999-08-07T00:00:00.000+00:00,P,M,M,Mallory,Marsh,,Mallory Marseau,AU,7998,f,AU,"50 Ferny Avenue, WATALGAN, QLD, 4670",26760970,
24599332172,C,Golf Augusta Pro Shops Imports AK,1154989,AU,1997-10-16T00:00:00.000+00:00,2008-08-10T00:00:00.000+00:00,B,,,,,,,,.,,AU,"3 Glenpark Road, SOUTH URUNGA, NSW, 2455",.,
58610148796,C,,.,,1997-04-12T00:00:00.000+00:00,2009-10-08T00:00:00.000+00:00,P,F,K,Kevin,Miller,,Kevin Miller,US,4837,f,US,"4416 Gerald L. Bates Drive, Somerville, MA, 02143",711712733,1987-07-09
70298998457,C,,.,,1999-01-10T00:00:00.000+00:00,2008-11-06T00:00:00.000+00:00,P,M,J,Jaxon,Benny,,Jaxon Benny,AU,977,f,AU,"57 Jacabina Court, WOLLONGONG, NSW, 2500",430268251,1975-03-11
96437258870,A,Mr. D's IGA EE,24214,US,2000-02-27T00:00:00.000+00:00,,B,,,,,,,,.,,US,"4677 Brooklyn Street, Pulaski, VA, 24301",.,
52509553024,C,,.,,1996-06-19T00:00:00.000+00:00,1998-11-09T00:00:00.000+00:00,P,M,H,Hamish,Eggleston,,Hamish Eggleston,AU,6332,f,AU,"49 Cubbine Road, HINES HILL, WA, 6413",870842459,1970-03-28
40421917070,C,Avant Garde Appraisal Group Imports Sahis,78069,GN,1998-03-02T00:00:00.000+00:00,2001-04-01T00:00:00.000+00:00,B,,,,,,,,.,,US,"3413 Highland Drive, Green Bay, WI, 54303",.,
87174542950,C,Erlebacher's Imports Sahis,125,US,1992-04-04T00:00:00.000+00:00,2002-10-02T00:00:00.000+00:00,B,,,,,,,,.,,US,"1453 Raoul Wallenberg Place, Norwalk, CT, 06854",.,
85224019426,A,Team Designers and Associates Empresa,16469,US,2000-10-20T00:00:00.000+00:00,,B,,,,,,,,.,,US,"606 Green Gate Lane, Baltimore, MD, 21201",.,
24851837247,A,,.,,2000-07-22T00:00:00.000+00:00,,P,M,D,David,Rains,,David Rains,US,3114,f,US,"4394 Melville Street, Jackson, TN, 38301",396880883,1971-06-21
13098924963,A,,.,,2009-06-12T00:00:00.000+00:00,,P,M,E,Edmond,Felder,,Edmond Felder,US,3971,f,US,"4268 Fannie Street, Clute, TX, 77531",559522658,1976-11-15
8735296125,A,,.,,2009-01-04T00:00:00.000+00:00,,P,F,A,Ann,Bailey,,Ann Bailey,ZA,2675,f,ZA,"2143 Wattle St, Maclear, Eastern Cape, 5480",22071551,
18478740606,A,Tape World de,795794222,US,2000-10-25T00:00:00.000+00:00,,B,,,,,,,,.,,US,"1883 Farland Street, Bridgeview, IL, 60455",.,
42658853225,A,H. J. Wilson & Company LLC,709195719,AU,1996-03-18T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"32 Chapel Close, FRESHWATER, QLD, 4870",.,
99345530771,A,Reliable Garden Management Entertainment,6124489,HM,1997-09-25T00:00:00.000+00:00,,B,,,,,,,,.,,US,"3176 Lang Avenue, Holden, UT, 84636",.,
66012958892,C,,.,,1996-06-25T00:00:00.000+00:00,1998-09-11T00:00:00.000+00:00,P,M,B,Benjamin,Scott,,Benjamin Scott,ZA,7995,f,ZA,"620 Plein St, Cape Town, Western Cape, 7824",656600187,
11075064734,A,,.,,2007-03-25T00:00:00.000+00:00,,P,M,C,Cupido,Loggia,,Cupido Loggia,IT,6414,f,IT,"Via Stadera 56, Petriano, PG, 61020",.,1983-02-25
14790341630,A,One-Up Realty de,8868254,US,2002-02-11T00:00:00.000+00:00,,B,,,,,,,,.,,US,"4913 Joanne Lane, Framingham, MA, 01701",.,
